City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nakonde,-9.3421,32.745,286.64,61,2,2.59,ZM,1723924225
367,kolosovka,56.4678,73.611,284.89,91,14,2.66,RU,1723924225
368,san agustin de valle fertil,-30.6335,-67.4682,291.33,37,0,3.89,AR,1723924226
369,nobres,-14.7203,-56.3275,312.37,14,17,2.48,BR,1723924226
370,saint-joseph,-21.3667,55.6167,294.36,73,16,6.5,RE,1723924226
371,wewak,-3.5534,143.6268,298.46,85,99,1.78,PG,1723924226
372,alotau,-10.3069,150.4462,297.01,96,60,1.47,PG,1723924226
373,azul,-36.777,-59.8585,286.7,64,100,2.6,AR,1723924226
374,flying fish cove,-10.4217,105.6791,296.97,88,75,4.63,CX,1723924226
375,broken hill,-31.95,141.4333,281.44,95,79,2.98,AU,1723924226
376,afif,23.9065,42.9172,307.61,19,92,1.92,SA,1723924226
377,naha,26.2125,127.6811,301.53,93,20,1.54,JP,1723924226
378,igarka,67.4667,86.5833,284.72,99,53,5.16,RU,1723924226
379,happy valley-goose bay,53.3168,-60.3315,299.32,53,75,6.17,CA,1723924226
380,emerald,-23.5333,148.1667,283.9,68,0,2.6,AU,1723924226
381,extrema,-22.8547,-46.3183,298.39,31,0,2.37,BR,1723924226
382,alvand,36.3187,49.1678,284.38,88,29,3.49,IR,1723924226
383,al kharijah,25.4514,30.5464,304.88,17,0,2.2,EG,1723924226
384,kasamwa,-2.85,32.4333,295.73,37,8,1.82,TZ,1723924226
385,mala,-12.6581,-76.6308,291.65,74,52,4.3,PE,1723924226
386,ovalle,-30.5983,-71.2003,294.94,38,100,2.84,CL,1723924028
387,gwangju,35.1547,126.9156,296.8,95,15,0.99,KR,1723924226
388,dryden,49.7833,-92.7503,296.31,60,40,2.57,CA,1723924226
389,arkhara,49.4212,130.0842,286.22,80,70,2.63,RU,1723924226
390,saint-philippe,-21.3585,55.7679,294.56,75,35,6.1,RE,1723924226
391,kerikeri,-35.2268,173.9474,290.32,87,100,2.24,NZ,1723924226
392,bokani,9.4333,5.2,296.9,91,28,1.34,NG,1723924226
393,mossel bay,-34.1831,22.146,286.11,67,1,1.73,ZA,1723924226
394,sao jose da coroa grande,-8.8978,-35.1478,297.5,72,100,4.99,BR,1723924226
395,katsuura,35.1333,140.3,299.82,94,0,1.58,JP,1723924226
396,awjilah,29.1081,21.2869,304.77,32,0,8.67,LY,1723924226
397,freeport,40.6576,-73.5832,299.36,79,75,7.2,US,1723924226
398,potsdam,52.3989,13.0657,297.15,89,88,0.89,DE,1723924226
399,sinabang,2.4803,96.3801,298.06,93,100,0.71,ID,1723924226
400,nieuw amsterdam,5.8833,-55.0833,302.16,70,40,3.09,SR,1723924226
401,chingola,-12.529,27.8838,291.79,35,0,3.9,ZM,1723924227
402,thinadhoo,0.5333,72.9333,301.6,78,100,8.44,MV,1723924227
403,zyryanskoye,56.8306,86.6258,286.29,92,79,2.94,RU,1723924227
404,tosno,59.54,30.8775,289.56,96,100,1.5,RU,1723924227
405,palikir - national government center,6.9248,158.1611,301.3,71,18,1.61,FM,1723924227
406,praia da vitoria,38.7333,-27.0667,300.29,74,20,1.94,PT,1723924227
407,berezanskaya,45.7056,39.5932,294.77,25,0,4.08,RU,1723924023
408,kralendijk,12.15,-68.2667,306.14,58,0,7.2,BQ,1723924227
409,nouadhibou,20.931,-17.0347,297.14,73,71,7.2,MR,1723924227
410,chebba,35.2372,11.115,301.6,71,26,2.84,TN,1723924227
411,bukama,-9.2,25.85,297.97,25,0,1.8,CD,1723924227
412,cedeira,43.6797,-8.0209,294.25,100,100,4.66,ES,1723924227
413,takoradi,4.8845,-1.7554,296.97,85,100,3.62,GH,1723924227
414,saurimo,-9.6608,20.3916,292.95,20,0,1.5,AO,1723924227
415,bahia blanca,-38.7196,-62.2724,284.16,56,100,1.36,AR,1723924040
416,paveh,35.0434,46.3565,297.97,28,1,1.71,IR,1723924227
417,nova xavantina,-14.6667,-52.35,310.1,15,0,3.13,BR,1723924227
418,callao,-12.0667,-77.15,291.31,68,20,6.17,PE,1723924227
419,nyurba,63.2842,118.3319,282.31,72,5,1.09,RU,1723924227
420,woolgoolga,-30.1106,153.2007,286.08,60,0,3.32,AU,1723924227
421,bang krathum,16.5783,100.3003,299.11,92,100,1.43,TH,1723924227
422,atherton,53.5237,-2.4935,290.53,70,99,1.79,GB,1723924227
423,margate,51.3813,1.3862,291.31,83,61,3.8,GB,1723924227
424,suva,-18.1416,178.4415,292.86,100,40,1.03,FJ,1723924173
425,abadan,30.3392,48.3043,308.12,49,0,2.06,IR,1723924227
426,puerto madero,14.7208,-92.4215,303.54,71,93,3.29,MX,1723924228
427,point pedro,9.8167,80.2333,301.35,81,84,7.72,LK,1723924228
428,ola,59.5833,151.2833,282.27,92,100,2.36,RU,1723924228
429,vorkuta,67.5,64.0,284.48,91,100,3.17,RU,1723924228
430,remire-montjoly,4.9167,-52.2667,304.17,70,75,5.66,GF,1723924228
431,huarmey,-10.0681,-78.1522,293.62,66,11,5.48,PE,1723924228
432,hailun,47.45,126.9333,292.22,97,78,2.21,CN,1723924228
433,salaqi,40.5414,110.5108,290.67,79,4,0.4,CN,1723924228
434,krasnovishersk,60.4078,57.082,283.56,93,40,1.57,RU,1723924228
435,shimoda,34.6667,138.95,300.48,89,19,1.4,JP,1723924228
436,antsiranana,-12.2787,49.2917,295.95,74,2,7.72,MG,1723924228
437,berdigestyakh,62.0989,126.6992,280.35,60,0,1.21,RU,1723924228
438,svetlyy,54.675,20.1347,290.33,96,23,2.35,RU,1723924228
439,horta,38.5333,-28.6333,299.95,81,20,2.06,PT,1723924228
440,el matama,16.7095,33.3565,304.59,56,97,5.17,SD,1723924228
441,ust'-kulom,61.6864,53.6902,286.4,88,100,1.44,RU,1723924228
442,anna regina,7.2644,-58.5077,302.48,67,2,4.09,GY,1723924228
443,pandan,14.0453,124.1694,299.63,84,100,1.23,PH,1723924228
444,altamont,42.2068,-121.7372,299.2,37,40,7.2,US,1723924228
445,tevriz,57.509,72.4042,284.15,96,17,1.38,RU,1723924228
446,ulsteinvik,62.3432,5.8487,288.57,78,96,5.36,NO,1723924228
447,arraial do cabo,-22.9661,-42.0278,301.13,69,0,4.63,BR,1723924025
448,eyl,7.9803,49.8164,298.4,78,48,11.77,SO,1723924228
449,nikolayevsk-on-amure,53.1406,140.73,282.49,89,78,0.26,RU,1723924228
450,bereeda,11.8704,51.0579,302.52,67,73,2.71,SO,1723924228
451,lauro de freitas,-12.8944,-38.3272,298.16,78,75,4.12,BR,1723924228
452,sungai penuh,-2.0833,101.3833,291.28,96,97,2.15,ID,1723924228
453,santyoku,37.4406,129.1708,297.25,85,18,1.56,KR,1723924229
454,freetown,8.484,-13.2299,297.99,94,75,9.26,SL,1723924113
455,la ronge,55.1001,-105.2842,292.29,48,100,4.63,CA,1723924229
456,peterhead,57.5058,-1.7981,287.13,74,100,4.81,GB,1723924229
457,sefrou,33.8319,-4.828,305.68,17,0,2.57,MA,1723924229
458,ketchikan,55.3422,-131.6461,295.01,60,0,5.14,US,1723924229
459,manta,-0.95,-80.7333,301.03,65,20,7.72,EC,1723924229
460,huainan,32.6264,116.9969,299.62,83,98,2.29,CN,1723924229
461,hilongos,10.3744,124.7497,299.29,84,100,1.1,PH,1723924229
462,galesong,-5.3166,119.3661,297.02,70,57,1.54,ID,1723924229
463,durant,33.994,-96.3708,310.24,32,40,4.12,US,1723924229
464,namtsy,62.7161,129.6658,281.41,64,1,2.18,RU,1723924229
465,princeville,45.7668,-61.2985,300.67,56,0,2.57,CA,1723924229
466,arno,60.1167,18.6333,289.32,61,0,5.73,SE,1723924229
467,thohoyandou,-22.9456,30.485,291.32,33,0,1.5,ZA,1723924229
468,kargasok,59.0556,80.8572,285.32,98,24,3.65,RU,1723924229
469,tefe,-3.3542,-64.7114,307.21,49,40,2.57,BR,1723924230
470,pacific grove,36.6177,-121.9166,297.4,82,75,4.12,US,1723924230
471,badger,64.8,-147.5333,288.29,78,100,3.09,US,1723924230
472,vaijapur,19.9167,74.7333,299.51,77,100,0.93,IN,1723924230
473,salinopolis,-0.6136,-47.3561,300.76,74,9,4.61,BR,1723924230
474,melekeok village,7.4957,134.6367,298.46,94,75,0.0,PW,1723924230
475,marang,5.2056,103.2059,299.1,91,16,2.23,MY,1723924230
476,marka,1.7159,44.7717,297.76,83,29,8.16,SO,1723924230
477,tanjung selor,2.8372,117.3642,296.34,98,45,0.92,ID,1723924230
478,port douglas,-16.4833,145.4667,293.96,64,0,1.85,AU,1723924230
479,popovo,43.35,26.2333,294.77,45,2,3.42,BG,1723924230
480,abha,18.2164,42.5053,293.29,78,0,1.54,SA,1723924044
481,ust'-kut,56.7938,105.7672,288.86,70,1,1.31,RU,1723924230
482,nguigmi,14.2495,13.1092,303.75,57,29,2.08,NE,1723924230
483,ulanhot,46.0833,122.0833,293.57,89,66,0.77,CN,1723924230
484,garoowe,8.4054,48.4845,299.51,56,44,13.35,SO,1723924230
485,san juan de miraflores,-12.1629,-76.9635,290.44,75,62,4.94,PE,1723924230
486,al ghayzah,16.2079,52.176,298.12,91,79,5.19,YE,1723924230
487,oliver,49.1831,-119.5524,298.1,50,0,0.51,CA,1723924230
488,belyy yar,53.6039,91.3903,290.09,94,0,0.0,RU,1723924230
489,shubarshi,48.5872,57.1869,290.21,60,23,3.83,KZ,1723924230
490,tortoli,39.9256,9.6572,300.05,90,20,1.54,IT,1723924230
491,riosucio,5.4216,-75.7032,299.01,53,100,1.33,CO,1723924230
492,lensk,60.7253,114.9278,284.34,81,37,1.82,RU,1723924230
493,kayangel,8.0823,134.7173,302.32,70,82,0.98,PW,1723924230
494,dawei,14.0833,98.2,298.58,92,100,1.81,MM,1723924230
495,benjamin hill,30.1667,-111.1,307.51,40,6,1.17,MX,1723924230
496,paracale,14.2804,122.7881,299.18,88,100,1.42,PH,1723924230
497,baikonur,45.6167,63.3167,293.58,37,0,5.55,KZ,1723924231
498,luderitz,-26.6481,15.1594,286.02,74,0,4.05,NA,1723924231
499,east hartford,41.7823,-72.612,299.81,73,75,5.14,US,1723924231
500,newman,37.3138,-121.0208,303.18,23,0,4.25,US,1723924231
501,mutoko,-17.397,32.2268,284.68,35,0,2.19,ZW,1723924231
502,plettenberg bay,-34.0527,23.3716,287.09,62,6,2.54,ZA,1723924231
503,sevsk,52.1491,34.4926,292.19,42,0,3.43,RU,1723924231
504,praia,14.9215,-23.5087,301.45,78,75,4.12,CV,1723924231
505,novyy turtkul',41.55,61.0167,298.48,29,88,3.27,UZ,1723924231
506,baukau,51.5526,7.2042,294.62,81,100,2.45,DE,1723924231
507,oak harbor,48.2932,-122.6432,295.25,82,41,4.11,US,1723924231
508,rantepao,-2.9701,119.8978,291.8,94,65,0.8,ID,1723924231
509,malyye derbety,47.9547,44.6808,294.11,28,13,2.42,RU,1723924231
510,whakatane,-37.9585,176.9854,289.55,98,100,1.79,NZ,1723924231
511,serchhip,23.3,92.8333,295.74,98,100,0.67,IN,1723924231
512,al jawf,29.5,38.75,303.32,20,0,3.64,SA,1723924231
513,nazarovo,56.0064,90.3914,289.15,79,100,1.8,RU,1723924231
514,langepas,61.2544,75.2124,287.65,64,90,1.73,RU,1723924231
515,choibalsan,48.0667,114.5,289.4,96,98,1.66,MN,1723924231
516,saint-vith,50.2815,6.1272,290.75,99,100,0.37,BE,1723924231
517,idri,27.5,13.2667,306.14,33,17,2.66,LY,1723924231
518,n'zeto,-7.2312,12.8666,294.98,83,0,3.5,AO,1723924231
519,chadron,42.8294,-102.9999,303.97,40,0,2.86,US,1723924231
520,lospalos,-8.5186,127.0025,290.9,96,99,1.84,TL,1723924231
521,key west,24.5557,-81.7826,305.15,74,20,5.14,US,1723924125
522,kruisfontein,-34.0033,24.7314,284.39,77,14,2.42,ZA,1723924231
523,baskil,38.5679,38.8238,296.29,44,10,2.75,TR,1723924231
524,karwar,14.8,74.1333,300.1,91,100,3.39,IN,1723924231
525,porto novo,6.4965,2.6036,298.05,84,34,3.82,BJ,1723924232
526,guelendeng,10.9176,15.5501,298.66,76,97,2.45,TD,1723924232
527,ebon,4.582,168.6964,302.18,77,70,8.01,MH,1723924232
528,borogontsy,62.6683,131.1683,281.43,68,10,1.43,RU,1723924232
529,mazagao,-0.115,-51.2894,307.77,35,10,2.29,BR,1723924232
530,la chapelle-saint-luc,48.3173,4.0399,292.18,94,100,2.06,FR,1723924232
531,poso,-1.3959,120.7524,297.35,80,26,1.98,ID,1723924232
532,ta`u,-14.2336,-169.5144,299.14,80,100,11.26,AS,1723924232
533,baise city,23.8997,106.6133,297.23,96,20,1.24,CN,1723924232
534,bengkulu,-3.8004,102.2655,296.98,93,60,3.26,ID,1723924232
535,qingdao,36.0986,120.3719,298.93,100,0,1.0,CN,1723924232
536,mthatha,-31.5889,28.7844,284.46,82,39,2.06,ZA,1723924232
537,kosh-agach,50.0,88.6667,285.74,54,47,1.42,RU,1723924232
538,mo i rana,66.3128,14.1428,284.44,93,75,1.54,NO,1723923968
539,cadale,2.7603,46.3222,298.18,83,36,8.55,SO,1723924232
540,morondava,-20.2833,44.2833,294.8,73,0,5.11,MG,1723924232
541,novokhopersk,51.0969,41.6252,290.67,45,48,2.12,RU,1723924232
542,kiunga,-6.1219,141.2906,295.61,99,98,1.0,PG,1723924232
543,port-vila,-17.7338,168.3219,295.93,94,40,1.54,VU,1723924232
544,jayapura,-2.5333,140.7,296.81,88,100,1.06,ID,1723924232
545,namdrik,5.5994,168.1028,302.14,76,75,7.73,MH,1723924232
546,isla del bosque,22.7333,-105.85,302.9,73,100,4.25,MX,1723924232
547,mutuali,-14.8706,37.0044,292.85,43,0,3.08,MZ,1723924232
548,magadan,59.5667,150.8,281.84,92,100,2.59,RU,1723924232
549,xiazhen,34.8022,117.1117,297.29,95,76,2.12,CN,1723924232
550,hanzhong,33.0728,107.0303,294.41,92,98,0.6,CN,1723924232
551,peace river,56.2501,-117.286,291.32,82,100,3.6,CA,1723924233
552,dunedin,-45.8742,170.5036,278.6,69,100,2.68,NZ,1723924233
553,kimbe,-5.5502,150.1429,296.81,92,100,1.97,PG,1723924233
554,laguna,38.421,-121.4238,301.61,56,0,6.17,US,1723924233
555,el jadid,33.2549,-8.506,297.23,87,0,6.23,MA,1723924233
556,rio grande,-32.035,-52.0986,286.82,92,100,7.43,BR,1723924152
557,balan,46.6505,25.8083,288.72,89,88,0.62,RO,1723924233
558,santo antonio,-6.3106,-35.4789,299.2,54,7,7.13,BR,1723924233
559,kentville,45.0835,-64.4988,297.58,64,3,3.09,CA,1723924233
560,cabo san lucas,22.8909,-109.9124,304.68,65,74,1.34,MX,1723924064
561,klamath falls,42.2249,-121.7817,299.24,36,40,7.2,US,1723924233
562,tulun,54.5611,100.5792,289.3,87,99,0.12,RU,1723924233
563,qui nhon,13.7667,109.2333,299.82,79,100,1.44,VN,1723924233
564,vallenar,-28.5708,-70.7581,297.69,22,83,4.3,CL,1723924233
565,riyadh,24.6877,46.7219,309.84,11,68,2.82,SA,1723924040
566,hinton,53.4001,-117.5857,287.84,92,100,0.3,CA,1723924233
567,al wasitah,29.3378,31.2056,304.67,30,0,5.17,EG,1723924233
568,aitape,-3.1374,142.3475,298.46,78,100,1.01,PG,1723924233
569,pacocha,-17.5833,-71.3333,291.23,68,100,3.09,PE,1723924233
570,bardai,11.65,7.2333,294.72,94,23,2.79,NG,1723924233
571,manpur,22.4333,75.6167,297.51,83,100,1.67,IN,1723924233
572,tabora,-5.0167,32.8,293.03,42,0,0.0,TZ,1723924233
573,chom bueng,13.62,99.5917,299.35,82,100,1.7,TH,1723924233
574,sernancelhe,40.921,-7.5123,295.9,64,21,2.19,PT,1723924233
575,goz beida,13.95,20.55,300.83,65,89,2.41,TD,1723924233
576,hasaki,35.7333,140.8333,298.61,94,83,3.09,JP,1723924233
577,bamboo flat,11.7,92.7167,300.2,89,75,3.09,IN,1723924233
578,mount gambier,-37.8333,140.7667,283.86,92,99,3.3,AU,1723924233
579,kinablangan,7.6947,126.5503,297.58,86,30,2.01,PH,1723924233
580,horizontina,-27.6258,-54.3078,302.37,52,12,1.81,BR,1723923934
581,khorinsk,52.1657,109.7726,289.49,82,100,2.26,RU,1723924233
582,nassau,40.7507,-73.5829,299.19,79,75,6.69,US,1723924233
583,brookings,44.3114,-96.7984,297.14,74,40,4.12,US,1723924108
584,la'ie,21.6477,-157.9253,300.43,76,10,4.92,US,1723924233
585,northam,51.0333,-4.2167,287.93,92,100,4.13,GB,1723924233
586,mejit,10.2753,170.8646,301.6,77,98,8.07,MH,1723924233
